PLAN,ISIN,VALOR,CUPON,FEC_VTO,VC_ACTUAL,NOM,TYPEB,SECTOR,RATING,VM,CUPON_CORRIDO,CALL,TIPO_PRODUCTO,TIR_MDO,DUR,TirContable,Frecuencia,PRECIO,EMISOR,PAIS,TIPO_CUPON,SENIORITY
u110,FR0013299591,OSEOFI 0.125% 25/11/2023,0.13,11/25/2023,"3,990,236.09","4,000,000.00",B,BAA,AA,4067760,493.15,N,40,-0.45,2.9,0.21,1.00,101.69,BPIFRANCE FINANCEMENT SA,FR,Fixed excl,SENIOR UNSECURED
u110,XS1948612905,BMW 0.625 06/10/2023,0.63,10/6/2023,"1,993,493.43","2,000,000.00",B,CAC,A,2041600,2945.21,N,40,-0.07,2.743,0.74,1.00,102.08,BMW Finance NV,NL,Fixed excl,SENIOR UNSECURED
u110,ES0313679K13,"BANKINTER SA 0,875% 05/03/2024",0.88,3/5/2024,"2,997,868.79","3,000,000.00",B,CCA,BBB+,3090540,21647.26,N,40,0.15,3.125,0.90,1.00,103.02,Bankinter SA,ES,Fixed excl,SENIOR UNSECURED
u110,ES0205045018,"CRITERIA CAIXA SA 1,5% 10/05/2023",1.50,5/10/2023,"1,030,166.75","1,000,000.00",B,CCC,BBB+,1033500,9657.53,N,40,0.48,2.311,0.21,1.00,103.35,CRITERIA CAIXA,ES,Fixed excl,SENIOR UNSECURED
u110,XS1968846532,"CAIXA 1,125% 27/03/2026",1.13,3/27/2026,"1,034,418.32","1,000,000.00",B,CCA,BBB+,1049260,8599.32,N,40,0.34,5.08,0.46,1.00,104.93,Caja de Ahorros y Pensiones de Barcelona,ES,Fixed excl,SENIOR UNSECURED
u110,FR0013463650,EFFP 0.125% 27/05/2025,0.13,2/27/2025,"1,392,424.54","1,400,000.00",B,CAD,A,1410598,1045.21,N,40,-0.04,4.148,0.26,1.00,100.76,ESSILORLUXOTTICA,FR,Fixed excl,SENIOR UNSECURED
u110,XS2055781962,"EIB 0,005 13/10/2034",0.05,10/13/2034,"7,068,249.66","7,200,000.00",B,BD9,AAA,7413048,779.18,N,40,-0.16,13.744,0.18,1.00,102.96,European Investment Bank,LU,Fixed excl,SENIOR UNSECURED
u110,XS2107315470,"ENIIM 0,625% 01/2030",0.63,1/23/2030,"2,001,442.74","2,000,000.00",B,CAE,A-,2064160,11714.48,N,40,0.33,8.805,0.62,1.00,103.21,ENI SpA,IT,Fixed excl,SENIOR UNSECURED
u110,XS2109606603,"NEDWBK 0,05% 28/01/2030",0.05,1/28/2030,"1,492,577.09","1,500,000.00",B,CCA,AAA,1544625,692.62,N,40,-0.27,9.057,0.10,1.00,102.98,Nederlandse Waterschapsbank,NL,Fixed excl,SENIOR UNSECURED
u110,FR0013463676,"EFFP 0,75% 27/11/2031",0.75,11/27/2031,"1,226,447.32","1,200,000.00",B,CAD,A,1252308,838.36,N,40,0.35,10.531,0.54,1.00,104.36,ESSILORLUXOTTICA,FR,Fixed excl,SENIOR UNSECURED
u110,XS2079716937,"AAPL 0,5% 15/11/2031",0.50,8/15/2031,"808,984.81","800,000.00",B,CAH,AA+,838208,504.11,N,40,0.05,10.385,0.39,1.00,104.78,APPLE INC,US,Fixed excl,SENIOR UNSECURED
u110,FR0013482841,"MCFP 0,375% 11/02/2031",0.38,2/11/2031,"3,584,713.78","3,600,000.00",B,CAC,A+,3674268,11950.82,N,40,0.20,9.922,0.42,1.00,102.06,LVMH Moet Hennessy Louis Vuitton,FR,Fixed excl,SENIOR UNSECURED
u110,XS1874127902,"SIEGR 1,375% 06/09/2030",1.38,9/6/2030,"3,297,284.02","3,000,000.00",B,CAB,A+,3404850,13109.59,N,40,0.02,9.147,0.33,1.00,113.50,Siemens Financierings. NV,NL,Fixed excl,SENIOR UNSECURED
u110,XS1963745234,"MCD 1,6% 15/03/2031",1.60,3/15/2031,"5,833,755.16","5,300,000.00",B,CAD,BBB+,5954285,67607.67,N,40,0.49,9.47,0.58,1.00,112.35,McDonalds Group,US,Fixed excl,SENIOR UNSECURED
u110,XS2056374353,"MDLZ 0,875% 01/10/2031",0.88,10/1/2031,"821,565.43","800,000.00",B,CAD,BBB,847592,1745.21,N,40,0.33,10.318,0.62,1.00,105.95,Mondelez International,US,Fixed excl,SENIOR UNSECURED
u110,FR0013508694,"LA POSTE 1,375 21/04/2032",1.38,4/21/2032,"3,043,815.42","3,000,000.00",B,BAB,A,3320700,28705.48,N,40,0.49,10.536,1.24,1.00,110.69,LA POSTE,FR,Fixed excl,SENIOR UNSECURED
u110,XS2177441990,"TELEFO 1,201% 21/08/2027",1.20,5/21/2027,"2,634,006.44","2,500,000.00",B,CAH,BBB-,2669125,18405.62,N,40,0.25,6.158,0.35,1.00,106.77,Telefonica SA,ES,Fixed excl,SENIOR UNSECURED
u110,ES0205032032,"FERROVIAL 1,382% 14/05/2026",1.38,2/14/2026,"1,459,655.20","1,400,000.00",B,CAZ,BBB,1486940,12244.9,N,40,0.33,4.955,0.54,1.00,106.21,FERROVIAL EMISIONES,ES,Fixed excl,SENIOR UNSECURED
u110,ES0213679HN2,"BANKINTER 0,875% 08/07/2026",0.88,7/8/2026,"6,993,911.26","7,000,000.00",B,CCA,BBB-,7211470,29534.25,N,40,0.40,5.395,0.89,1.00,103.02,Bankinter SA,ES,Fixed excl,SENIOR UNSECURED
u110,FR0013534484,"ORANGE 0,125% 16/09/2029",0.13,6/16/2029,"1,290,414.70","1,300,000.00",B,CAF,BBB+,1307319,471.92,N,40,0.06,8.424,0.21,1.00,100.56,ORANGE,FR,Fixed excl,SENIOR UNSECURED
u110,AT0000A2JAF6,"ERSTBK 0,05% 16/09/2025",0.05,9/16/2025,"1,994,402.65","2,000,000.00",B,CCA,A,2008640,290.41,N,40,-0.04,4.705,0.11,1.00,100.43,ERSTE GROUP BANK AG,AT,Fixed excl,SENIOR UNSECURED
u110,FR0013534500,"TEREGA SA 0,875% 17/09/2030",0.88,6/17/2030,"99,056.36","100,000.00",B,CBA,BBB,102742,251.71,N,40,0.60,9.122,0.98,1.00,102.74,Transport Infra Gaz FR - TEREGA,FR,Fixed excl,SENIOR UNSECURED
u110,XS1394764689,"TELEFO 1,46% 13/04/2026",1.46,4/13/2026,"2,671,129.95","2,500,000.00",B,CAH,BBB-,2692175,26200,N,40,0.20,5.084,0.16,1.00,107.69,Telefonica SA,ES,Fixed excl,SENIOR UNSECURED
u110,XS2233154538,"COCA COLA 0,125% 15/03/2029",0.13,3/15/2029,"2,391,634.65","2,400,000.00",B,CAD,A+,2414544,854.79,N,40,0.06,8.167,0.17,1.00,100.61,COCA COLA CO,US,Fixed excl,SENIOR UNSECURED
u110,XS1720922175,BRITEL 1% 21/11/2024,1.00,8/21/2024,"7,293,791.71","7,100,000.00",B,CAH,BBB,7341187,7780.82,N,40,0.09,3.588,0.25,1.00,103.40,British Telecommunications PLC,GB,Fixed excl,SENIOR UNSECURED
u110,XS2235986929,MDLZ 0% 22/09/2026,0.00,6/22/2026,"4,172,354.84","4,200,000.00",B,CAD,BBB,4209786,0,N,40,-0.04,5.474,0.12,1.00,100.23,Mondelez International,US,Fixed excl,SENIOR UNSECURED
u110,FR0013311503,"SOCGEN 1,125% 23/01/2025",1.13,1/23/2025,"7,171,204.78","7,000,000.00",B,CCA,BBB,7281470,73801.23,N,40,0.39,3.958,0.52,1.00,104.02,Societe Generale,FR,Fixed excl,SENIOR UNSECURED
u110,XS2055744689,"EUROFIMA 0,15% 10/10/2034",0.15,10/10/2034,"6,013,221.20","6,000,000.00",B,BD9,AA,6045360,2021.92,N,40,0.10,13.647,0.13,1.00,100.76,Eurofima,CH,Fixed excl,SENIOR UNSECURED
u110,XS0303553779,INTESA IV 06/22,-0.09,6/15/2022,"9,898,750.99","10,000,000.00",B,CCA,BBB,10023322.9,0,N,41,-0.43,0.455,0.43,1.00,100.23,Intesa Sanpaolo SpA,IT,Floater (v,SENIOR UNSECURED
u110,XS1458408306,GOLDMAN SACHS IV 27/07/2021,0.49,7/27/2021,"1,001,539.81","1,000,000.00",B,CCB,A-,1005180,881.11,N,41,-0.28,0.074,0.19,4.00,100.52,Goldman Sachs Group Inc/The,US,Floater (v,SENIOR UNSECURED
u110,FR0013250685,REANULT IV 4/2021,0.14,4/12/2021,"124,982.26","125,000.00",B,CAC,BBB,125061.25,40,N,41,0.05,0.033,0.16,4.00,100.05,RENAULT SA,FR,Floater (v,SENIOR SECURED
u110,ES0000012692,BON Y OBLIG ESTADO STRIP  0%  30/07/2024,0.00,7/30/2024,"11,852,689.18","14,450,000.00",B,A99,A-,14713773.77,0,N,42,-0.50,3.578,5.69,0.00,101.83,Kingdom of Spain,ES,Zero bonds,SENIOR UNSECURED
u110,FR0000571135,FRANCE O.A.T. PRINCIPAL  0%  25/10/2025,0.00,10/25/2025,"11,533,973.24","14,100,000.00",B,A99,AA,14563225.89,0,N,42,-0.67,4.822,4.25,0.00,103.29,French Republic,FR,Zero bonds,SENIOR UNSECURED
u110,ES00000120O8,BON Y OBLI EST PRINCIPAL  0%  30/07/2040,0.00,7/30/2040,"6,028,357.87","7,000,000.00",B,A99,A-,6022170,0,N,42,0.77,19.589,0.77,0.00,86.03,Kingdom of Spain,ES,Zero bonds,SENIOR UNSECURED
u114,ES0000012932,"ESTADO 4,20% 01/37",4.20,1/31/2037,"9,579,541.20","10,200,000.00",B,A99,BBB+,16246254,392114.75,N,40,0.58,12.748,4.75,1.00,159.28,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u114,ES0000011868,ESTADO6%E/01-29,6.00,1/31/2029,"6,694,982.70","6,640,000.00",B,A99,BBB+,9946720,364655.74,N,40,0.42,6.702,5.87,1.00,149.80,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u114,ES0000012411,"ESTADO 5,75% 07/32",5.75,7/30/2032,"8,615,556.38","8,700,000.00",B,A99,BBB+,14304105,211064.38,N,40,0.30,9.348,5.86,1.00,164.42,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u114,IT0000366655,BTPS 9% 11\2023,9.00,11/1/2023,"188,262.61","170,000.00",B,A99,BBB-,215250.6,2535.91,N,40,0.12,2.569,4.95,2.00,126.62,Italian Republic,IT,Fixed excl,SENIOR UNSECURED
u114,XS0094653325,CMZB5.2 03/29,5.20,3/1/2029,"3,000,114.04","3,000,000.00",B,CCA,BBB+,4140942.51,130433.33,N,40,0.90,6.908,5.19,1.00,138.03,Commerzbank AG,DE,Fixed excl,SENIOR UNSECURED
u114,FR0011133008,"CRH 3,9% 20/10/2023",3.90,10/20/2023,"165,550.88","160,000.00",B,DDA,AAA,179921.6,1230.9,N,40,-0.25,2.696,2.60,1.00,112.45,Caisse Refinancement de lHabitat,FR,Fixed excl,SENIOR SECURED
u114,BE0000320292,"BELGIUM KINGDOM 4,25 28/03/2041",4.25,3/28/2041,"21,129,271.25","12,900,000.00",B,A99,AA-,23486772,417571.23,N,40,0.25,15.479,0.82,1.00,182.07,Kingdom of Belgium,BE,Fixed excl,SENIOR UNSECURED
u114,XS0097358443,EARLS FOUR LTD  0%  15/10/2038,0.00,10/15/2021,"4,299,064.75","1,000,000.00",B,CCA,BBB+,4643400,0,N,42,-0.58,0.795,9.51,0.00,464.34,Earls Four Ltd,KY,Zero bonds,SENIOR SECURED
u114,ES0000012767,BON Y OBLIG ESTADO STRIP  0%  30/07/2031,0.00,7/30/2031,"7,817,419.88","12,200,000.00",B,A99,A-,11939576.48,0,N,42,0.20,10.581,4.30,0.00,97.87,Kingdom of Spain,ES,Zero bonds,SENIOR UNSECURED
u114,ES0000011876,BON Y OBLI EST PRINCIPAL  0%  31/01/2029,0.00,1/31/2029,"19,301,952.07","24,900,000.00",B,A99,A-,25151615.25,0,N,42,-0.12,8.088,3.20,0.00,101.01,Kingdom of Spain,ES,Zero bonds,SENIOR UNSECURED
u114,ES00000122U1,"STRIP""0"" 07/25",0.00,7/30/2025,"7,551,363.46","8,600,000.00",B,A99,A-,8744910,0,N,42,-0.36,4.578,2.88,0.00,101.69,Kingdom of Spain,ES,Zero bonds,SENIOR UNSECURED
u119,BE0000320292,"BELGIUM KINGDOM 4,25 28/03/2041",4.25,3/28/2041,"26,357,842.71","16,100,000.00",B,A99,AA-,29312948,521154.79,N,40,0.25,15.479,0.82,1.00,182.07,Kingdom of Belgium,BE,Fixed excl,SENIOR UNSECURED
u119,FR0013266434,"AGFRNC 1,375% 05/07/2032",1.38,7/5/2032,"1,982,911.32","2,000,000.00",B,BAB,AA,2311740,13486.3,N,40,0.07,10.74,1.46,1.00,115.59,Agence Francaise de Developpement,FR,Fixed excl,SENIOR UNSECURED
u119,FR0013284270,ENGIFP 2% 28/09/37,2.00,6/28/2037,"1,687,276.43","1,700,000.00",B,CBA,BBB+,2079780,8756.16,N,40,0.61,14.504,2.05,1.00,122.34,GDF_SUEZ,FR,Fixed excl,SENIOR UNSECURED
u119,XS1691781865,"HEIA 1,50% 03/10/29",1.50,7/3/2029,"2,234,412.97","2,250,000.00",B,CAD,BBB+,2514532.5,8229.45,N,40,0.15,8.062,1.59,1.00,111.76,HEINEKEN NV,NL,Fixed excl,SENIOR UNSECURED
u119,FR0012199081,"RTE 2,625% 09/10/34",2.63,10/9/2034,"1,326,531.47","1,200,000.00",B,BAB,A,1554264,7163.01,N,40,0.45,12.028,1.76,1.00,129.52,RTE_EDF,FR,Fixed excl,SENIOR UNSECURED
u119,XS2065601937,IREN SPA 0.875% 14/07/2029,0.88,7/14/2029,"1,193,247.20","1,200,000.00",B,CBA,BBB,1263888,2243.84,N,40,0.27,8.269,0.94,12.00,105.32,IREN S.P.A,IT,Fixed excl,SENIOR UNSECURED
u120,ES0000012932,"ESTADO 4,20% 01/37",4.20,1/31/2037,"3,951,381.78","3,200,000.00",B,A99,BBB+,5096864,123016.39,N,40,0.58,12.748,2.42,1.00,159.28,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u120,IT0001174611,"ITALIA6,5 11/27",6.50,11/1/2027,"731,736.63","600,000.00",B,A99,BBB-,855522,6464.09,N,40,0.35,5.832,2.95,2.00,142.59,Italian Republic,IT,Fixed excl,SENIOR UNSECURED
u120,ES00000121S7,"ESTADO4,7 07/41",4.70,7/30/2041,"1,558,241.43","1,141,000.00",B,A99,BBB+,2044786.1,22626.19,N,40,0.67,15.564,2.42,1.00,179.21,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u120,ES00000122E5,"ESTADO4,65 0725",4.65,7/30/2025,"795,762.90","775,000.00",B,A99,BBB+,958109.25,15204.86,N,40,-0.07,4.205,3.99,1.00,123.63,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u120,ES00000120N0,"ESTADO4,9 07/40",4.90,7/30/2040,"985,615.56","1,100,000.00",B,A99,BBB+,1989735,22741.37,N,40,0.61,14.834,5.80,1.00,180.89,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u120,ES00000123B9,"ESTADO5,5 04/21",5.50,4/30/2021,"900,451.98","900,000.00",B,A99,BBB+,917469,33226.03,N,40,11.00,0.326,5.24,1.00,101.94,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u120,ES00000123K0,"ESTADO5,85 01/22",5.85,1/31/2022,"1,499,828.62","1,500,000.00",B,A99,BBB+,1604655,80317.62,N,40,4.28,1.03,5.85,1.00,106.98,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u120,XS0458749826,"NTGYSM 5,125% 02/11/2021",5.13,11/2/2021,"503,439.22","500,000.00",B,CBB,BBB,522225,4142.12,N,40,0.78,0.836,4.25,1.00,104.45,Naturgy Capital Markets SA,ES,Fixed excl,SENIOR UNSECURED
u120,FR0011337880,"FRANCE 2,25% 25/10/2022",2.25,10/25/2022,"499,724.76","500,000.00",B,A99,AA,527075,2065.07,N,40,-0.48,1.792,2.28,1.00,105.42,French Republic,FR,Fixed excl,SENIOR UNSECURED
u120,FR0011059088,Francia 3.25 25/10/2021,3.25,10/25/2021,"1,009,499.48","1,000,000.00",B,A99,AA,1031370,5965.75,N,40,0.13,0.814,2.06,1.00,103.14,French Republic,FR,Fixed excl,SENIOR UNSECURED
u120,XS0452187916,ENEL_FIN 5% 14/09/2022,5.00,9/14/2022,"1,917,773.09","1,900,000.00",B,CBA,BBB+,2068207,28109.59,N,40,0.63,1.656,4.40,1.00,108.85,ENEL FINANCE INTL NV,NL,Fixed excl,SENIOR UNSECURED
u120,XS0874864860,TEF 3.987% 23/01/2023,3.99,1/23/2023,"495,690.95","500,000.00",B,CAH,BBB-,543180,18682.25,N,40,1.55,1.955,4.43,1.00,108.64,Telefonica Emisiones SAU,ES,Fixed excl,SENIOR UNSECURED
u120,ES0413211790,"BBVA 3,875% 30/01/2023",3.88,1/30/2023,"506,125.47","500,000.00",B,DDA,AA+,544945,17786.89,N,40,1.22,1.976,3.25,1.00,108.99,Banco Bilbao Vizcaya Argentaria SA,ES,Fixed excl,SENIOR SECURED
u120,ES00000123X3,"SPGB 4,4% 31/10/2023",4.40,10/31/2023,"1,294,935.00","1,290,000.00",B,A99,BBB+,1472354.4,9485.92,N,40,-0.30,2.715,4.25,1.00,114.14,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u120,ES00000124C5,"SPGB 5,15% 31/10/2028",5.15,10/31/2028,"1,203,528.73","1,000,000.00",B,A99,BBB+,1417530,8606.85,N,40,-0.06,6.826,2.28,1.00,141.75,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u120,XS0975634204,BEI 3% 14/10/2033,3.00,10/14/2033,"1,994,451.70","2,000,000.00",B,BD9,AAA,2823260,12821.92,N,40,-0.14,11.11,3.03,1.00,141.16,European Investment Bank,LU,Fixed excl,SENIOR UNSECURED
u120,IT0004889033,"BTPS 4,75% 01/09/2028",4.75,9/1/2028,"4,951,313.23","4,400,000.00",B,A99,BBB-,5880204,69859.12,N,40,0.49,6.651,2.93,2.00,133.64,Italian Republic,IT,Fixed excl,SENIOR UNSECURED
u120,XS1148073205,repsol 2.25% 10/12/2026,2.25,12/10/2026,"2,007,696.26","2,000,000.00",B,CAE,BBB,2266740,2589.04,N,40,0.03,5.649,2.18,1.00,113.34,Repsol International Finance BV,NL,Fixed excl,SENIOR UNSECURED
u120,ES0205061007,"CNGEST 1,68 26/02/25",1.68,2/26/2025,"400,889.64","400,000.00",B,CBZ,BBB,424276,5673.44,N,40,0.54,4.003,1.62,1.00,106.07,CANAL ISABEL GESTION,ES,Fixed excl,SENIOR UNSECURED
u120,ES00000127A2,"ESTADO 1,95 07/30",1.95,7/30/2030,"1,733,419.51","1,500,000.00",B,A99,BBB+,1779480,12341.1,N,40,0.08,8.854,0.30,1.00,118.63,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u120,FR0011225143,"EDF 4,125 25/03/27",4.13,3/25/2027,"3,524,234.09","3,000,000.00",B,BAB,A-,3761610,95270.55,N,40,0.50,5.568,1.20,1.00,125.39,EDF SA,FR,Fixed excl,SENIOR UNSECURED
u120,BE0000320292,"BELGIUM KINGDOM 4,25 28/03/2041",4.25,3/28/2041,"2,980,294.77","1,860,000.00",B,A99,AA-,3386464.8,60207.95,N,40,0.25,15.479,0.96,1.00,182.07,Kingdom of Belgium,BE,Fixed excl,SENIOR UNSECURED
u120,XS0442449939,"E.ON 5,375 28/07/2039",5.38,7/28/2039,"1,460,334.51","1,000,000.00",B,CBA,BBB,1824600,22972.6,N,40,0.74,13.989,2.30,1.00,182.46,E.ON International Finance BV,DE,Fixed excl,SENIOR UNSECURED
u120,BE0000335449,"BGB 1,0 22/06/2031",1.00,6/22/2031,"4,655,626.94","5,000,000.00",B,A99,AA-,5704500,26301.37,N,40,-0.27,9.988,1.72,1.00,114.09,Kingdom of Belgium,BE,Fixed excl,SENIOR UNSECURED
u120,XS0350890470,"GE_CAP_EF 6,025% 01.03.2038",6.03,3/1/2038,"875,654.32","600,000.00",B,CCC,BBB+,920460,30223.77,N,40,2.52,12.723,2.66,1.00,153.41,GE Capital European Funding,IE,Fixed excl,SENIOR UNSECURED
u120,ES00000128C6,"ESTADO 2,9% 31.10.2046",2.90,10/31/2046,"5,875,124.96","4,900,000.00",B,A99,BBB+,7343630,23748.22,N,40,0.78,20.408,1.92,1.00,149.87,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u120,XS1411405662,"SHELL_INTF 0,75% 12/05/2024",0.75,5/12/2024,"3,998,261.55","4,000,000.00",B,CAE,AA-,4131040,19150.68,N,40,-0.08,3.321,0.76,1.00,103.28,Shell International Finance BV,NL,Fixed excl,SENIOR UNSECURED
u120,FR0013201639,"SANOFI 0,5 13/01/2027",0.50,10/13/2026,"1,993,774.73","2,000,000.00",B,CAD,A+,2084900,9644.81,N,40,-0.15,5.691,0.55,1.00,104.25,SANOFI,FR,Fixed excl,SENIOR UNSECURED
u120,XS1412266907,"JOHNSON & JOHNSON 1,65% 20/05/2035",1.65,2/20/2035,"566,318.77","500,000.00",B,CAD,AAA,611705,5085.62,N,40,0.13,12.794,0.66,1.00,122.34,Johnson & Johnson,US,Fixed excl,SENIOR UNSECURED
u120,XS1410582313,"AIRBUS 1,375% 13/05/2031",1.38,2/13/2031,"1,553,831.65","1,500,000.00",B,CAB,A,1613475,13109.59,N,40,0.69,9.5,1.00,1.00,107.57,AIRBUS FINANCE BV,FR,Fixed excl,SENIOR UNSECURED
u120,XS1508831051,"ENGSM 0,75% 27/10/2026",0.75,7/27/2026,"996,579.49","1,000,000.00",B,CBB,BBB+,1049110,1335.62,N,40,-0.10,5.472,0.81,1.00,104.91,ENAGAS,ES,Fixed excl,SENIOR UNSECURED
u120,FR0013217114,"ORANGE 0,875% 03/02/2027",0.88,11/3/2026,"498,687.94","500,000.00",B,CAF,BBB+,527720,3968.58,N,40,0.06,5.683,0.92,1.00,105.54,ORANGE,FR,Fixed excl,SENIOR UNSECURED
u120,FR0013216926,"DANONE SA 1,208% 03/11/2028",1.21,8/3/2028,"1,000,137.20","1,000,000.00",B,CAD,BBB+,1099650,1919.56,N,40,-0.08,7.306,1.21,1.00,109.97,Groupe Danone SA,FR,Fixed excl,SENIOR UNSECURED
u120,XS1513062411,"MERCK & CO 1,375% 02/11/2036",1.38,8/2/2036,"994,116.02","1,000,000.00",B,CAD,A+,1151410,2222.6,N,40,0.39,14.276,1.42,1.00,115.14,MERCK & CO INC,US,Fixed excl,SENIOR UNSECURED
u120,FR0013245867,"GDF 1,50% 27/03/28",1.50,12/27/2027,"988,919.17","1,000,000.00",B,CBA,BBB+,1099470,11465.75,N,40,0.17,6.64,1.60,1.00,109.95,GDF_SUEZ,FR,Fixed excl,SENIOR UNSECURED
u120,ES0205032024,"FERROVIAL 1,375% 31/03/2025",1.38,3/31/2025,"1,994,028.52","2,000,000.00",B,CAZ,BBB,2103080,20719.18,N,40,0.40,4.12,1.45,1.00,105.15,FERROVIAL EMISIONES,ES,Fixed excl,SENIOR UNSECURED
u120,XS1588061777,"SNCF 1,875% 30/03/34",1.88,3/30/2034,"697,905.15","700,000.00",B,BAB,AA,859187,9924.66,N,40,0.24,11.899,1.90,1.00,122.74,Societe Nationale des Chemins de Fer Fra,FR,Fixed excl,SENIOR UNSECURED
u120,XS0410937659,"SNCF 4,625% 02/02/24",4.63,2/2/2024,"728,307.99","650,000.00",B,BAB,AA-,750269,27351.95,N,40,0.93,2.856,0.67,1.00,115.43,Societe Nationale des Chemins de Fer Fra,FR,Fixed excl,SENIOR UNSECURED
u120,ES0440609347,CABKSM 1.625%  14/07/32,1.63,7/14/2032,"990,309.40","1,000,000.00",B,DDA,AA,1190970,7568.49,N,40,0.03,10.647,1.72,1.00,119.10,Caja de Ahorros y Pensiones de Barcelona,ES,Fixed excl,SENIOR SECURED
u120,ES00000124H4,"SPGB 5,15% 31/10/44",5.15,10/31/2044,"555,157.93","288,000.00",B,A99,BBB+,569289.6,2478.77,N,40,0.72,17.415,0.84,1.00,197.67,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u120,ES0000012B47,"SPGB 2,7% 31/10/2048",2.70,10/31/2048,"4,847,474.04","4,000,000.00",B,A99,BBB+,5877600,18049.32,N,40,0.82,21.981,1.73,1.00,146.94,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u120,ES0000012E69,"SPGB 1,85 30/07/2035",1.85,7/30/2035,"205,817.93","175,000.00",B,A99,A-,211986.25,1365.96,N,40,0.41,13.057,0.59,1.00,121.14,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u120,XS2049616894,SIEMENS FINANCIERINGSMAT 0.5% 05/09/2034,0.50,9/5/2034,"1,264,481.12","1,300,000.00",B,CAB,A+,1361646,2083.56,N,40,0.16,13.259,0.71,1.00,104.74,Siemens Financierings. NV,NL,Fixed excl,SENIOR UNSECURED
u120,XS2065946837,"ENI SPA 1,0% 11/10/2034",1.00,10/11/2034,"1,790,130.28","1,800,000.00",B,CAE,A-,1922220,3906.59,N,40,0.51,12.983,1.04,1.00,106.79,ENI SpA,IT,Fixed excl,SENIOR UNSECURED
u120,ES0000012G42,"SPGB 1,2% 31/10/2040",1.20,10/31/2040,"1,393,912.00","1,377,000.00",B,A99,A-,1525881.24,2761.55,N,40,0.63,17.974,1.13,1.00,110.81,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u120,ES00000120O8,BON Y OBLI EST PRINCIPAL  0%  30/07/2040,0.00,7/30/2040,"4,033,016.02","5,300,000.00",B,A99,A-,4559643,0,N,42,0.77,19.589,1.41,0.00,86.03,Kingdom of Spain,ES,Zero bonds,SENIOR UNSECURED
u120,ES00000120T7,"STRIP ""0"" 07/37",0.00,7/30/2037,"1,591,710.82","1,980,000.00",B,A99,A-,1836358.11,0,N,42,0.46,16.586,1.33,0.00,92.75,Kingdom of Spain,ES,Zero bonds,SENIOR UNSECURED
u121,IT0003535157,BTPS 5% 08/34,5.00,8/1/2034,"672,601.52","550,000.00",B,A99,BBB-,847049.5,11358.7,N,40,0.93,10.811,3.01,2.00,154.01,Italian Republic,IT,Fixed excl,SENIOR UNSECURED
u121,ES0000012932,"ESTADO 4,20% 01/37",4.20,1/31/2037,"14,329,941.93","11,048,000.00",B,A99,BBB+,17596922.96,424714.1,N,40,0.58,12.748,2.02,1.00,159.28,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u121,ES0414970246,"CAIXAB3,625 01/21",3.63,1/18/2021,"549,616.78","550,000.00",B,DDA,AA,550852.5,18956.97,N,40,99.88,0.047,4.99,1.00,100.16,Caja de Ahorros y Pensiones de Barcelona,ES,Fixed excl,SENIOR SECURED
u121,ES0414970204,"CAIXAB3,875 02/25",3.88,2/17/2025,"91,973.12","100,000.00",B,DDA,AA,117670,3366.8,N,40,0.38,3.811,6.13,1.00,117.67,Caja de Ahorros y Pensiones de Barcelona,ES,Fixed excl,SENIOR SECURED
u121,ES0000011868,ESTADO6%E/01-29,6.00,1/31/2029,"6,421,220.10","4,520,000.00",B,A99,BBB+,6770960,248229.51,N,40,0.42,6.702,0.64,1.00,149.80,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u121,ES0000012411,"ESTADO 5,75% 07/32",5.75,7/30/2032,"9,811,573.36","6,913,000.00",B,A99,BBB+,11366008.95,167711.27,N,40,0.30,9.348,1.72,1.00,164.42,Kingdom of Spain,ES,Fixed excl,SENIOR UNSECURED
u121,XS0162513211,"RWE 5,750% 0233",5.75,2/14/2033,"2,290,967.50","1,800,000.00",B,CBA,BBB,2909736,90774.59,N,40,0.82,9.574,3.03,1.00,161.65,RWE AG,NL,Fixed excl,SENIOR UNSECURED
